,Text,Label
1541,no sé @Rlvrlvrlv Yo soy catalán y voto casi cada año y algunos dos veces. Igual el que no lo sabes eres tú.,0
1542,"@Dani_p_999 pero que la gente las acose e insulte por subir esas cosas es opresión, independientemente del género del que las acose.",0
1543,"@javinieto Me parece bien. Ahórrame el mal trago de tener que volverte a ver, marica.",1
1544,"Los q vamos a arropar a Pedro en Zaragoza,pagamos el viaje d nuestros bolsillos y no como Susana q fletó buses a cargo d los andaluces jeje",0
1545,"¿Qué podemos esperar de un mundo del fútbol, que tolera la violencia de género, que es homófobo, violento, y encerrado en su torre de oro?",0
1546,"Errejón suma a su lista a De Palacio, podemita condenado por abusar de una niña, son lo qué son, una panda d golfos https://t.co/r25hxDW6V1",1
1547,@JorgeBustos1 no tienes (ni parece que quieras tener) ni idea del perfil de un independentista. El articulo es patético.,0
1548,Iniciando en #Málaga la marcha homenaje a las víctimas de la masacre fascista en la carretera Málaga-Almería 80 Aniversario de #LaDesbandá https://t.co/cTamEiR233,0
1549,¿No serás feminazi no? https://t.co/tdB8wg9coS,0
1550,"El lichi, culpable de la muerte de cientos de niños en India https://t.co/SxEm95TqFX vía @Planeta_Futuro",0
1551,Resumen de la política de Trump: limites xenófobos a las personas y libertad absoluta al capital https://t.co/Wcx8ck9aR6,0
1552,"@TheCoinBet Yo creo que lo facha es lo más antiespañol. Ahí, está #BoicotAlosGoya. @CervantesFAQs @LaRetuerka @PremiosGoya @Academiadecine",0
1553,#boicotalosgoya es1estrategia de los goya para q necesites verlo aunq solo sea para demostrar q no eres facha q supuestamete lo promueve?,0
1554,"Ayer en Metro Alto del arenal había un señor de raza negra tocándose la cara como si le hubieran golpeado, un montón de policía y unos chico",0
1555,Que los fachas veten cultura no es una novedad. ¿Alguno ha leído un solo libro?  #BoicotALosGoya,0
1556,os dais cuenta de lo que están normalizando ser fascista o nazi???? https://t.co/9FBSd8HSpB,0
1557,"El lichi, culpable de la muerte de cientos de niños en India https://t.co/SI4uFbPoF3 vía @Planeta_Futurozrf. H x5ddg",0
1558,@XxSedixX pero porque subnormal encima que te respondo a los snaps con foto medio dormido en fin,0
1559,"fascista @La_SER , criatura de franquistas Polanco y Cebrián ensalza nazis con @manucarreno o a asesinos como otanista Del Pino en @Avivir",1
1560,@Polopo98 Puta sociedad machista xenofobica nazi tio. Joder menuda sociedad que piensa eso.. VERGÜENZA!,0
1561,@Walter_White72 otro facha diciendo espupideces y gilipolleces.,0
1562,"El lichi, culpable de la muerte de cientos de niños en India https://t.co/g8hnq9j3k6 vía @Planeta_Futuro cc @Tagor70",0
1563,"El lichi, culpable de la muerte de cientos de niños en India https://t.co/vTiZ8Lcmwr vía @Planeta_Futuro",0
1564,Acabo de enamorarme de un niño en Santa Justa. Qué cosa más bonita y perroflauta.,0
1565,@GordonIverman @ComandanteVimes Hemos pasado de «los nazis son el epítome del mal» a «tan solo son una ideología más».,0
1566,"@lazaroelmundo Acertado y recomendable. Cuando un independentista se envuelve en bandera, mira cuánto, cómo y quién llena su cartera.",0
1567,"@CarabanFcb buen viaje, mamón!!!! A disfrutarlo, de aquí de Madrid subían 12 o 13 tíos más!! Un abrazote!!",0
1568,"4 Febrero 1997 Los gobiernos de Estados Unidos, Francia y Reino Unido deciden crear un fondo para compensar a las víctimas del holocausto,",0
1569,"Una de las mejores fotos de National Geographic. Dale al zom, los camellos son los ocres, Lo negro son sus sombras. Amplia la imagen. https://t.co/4nskws1MUU",0
1570,@jorgejiro oh dios mío he retuiteado al demonio! Soy peor que un colaboracionista nazi.,0
1571,@Vanessa_HOT_94's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0
1572,Los lichis fueron los responsables de la muerte de centenares de niños en la India https://t.co/I9pMCrmFIJ https://t.co/6j1UiidmOE,0
1573,@pedroveraOyP yo lo llamo la Paradoja del Facha.,0
1574,@Chinobi_Ninja ¿Que se puede esperar de un falangista? xD A ver si luego lo querrán echar a el por facha. xDD,0
1575,ESTADOS UNIDOS: Un juez federal suspende el veto de Trump a los inmigrantes y refugiados | Diario Público https://t.co/Ih1zglWNCI,0
1576,Por cosas como esa siento vergüenza de pertenecer al genero masculino.,0
1577,Aunque en España tampoco podemos quejarnos de Dictador. #Rajoy #España Y Andalucía también #SusanaDiaz #OjalaTeJubilesYa,0
1578,"@linkvron @pulgareando sí tienes que fijarte que fijarte que en el yanki ponga ""Official N Seal"" y el pal"" Original N Seal of Quality""",0
1579,"La persona más racista que me he encontrado en Australia ha sido un indio de color pro trump,contra si mismo y cualquier raza discutiendo 1h",0
1580,Alomojó el tío ese no apoyaría a los nazis si el vecino no les hubiera invadido el país por la puta cara.,0
1581,Habéis elegido a vuestro Dictador. #EEUU #DonaldTrump,0
1582,@alfonsotwr pero según la prensa europea el problema es la decisión fascista de futuro de no dejar entrar a todos esos nacionales más,0
1583,A ver.. estaba hablando con mi primo.. (si hay algún gay por mis seguidores) POR QUÉ OS CUESTA TANTO SALIR DEL PUTO ARMARIO?,0
1584,"Ese mismo pais que carga contra aficiones que no quiere nazis en su equipo, y calla ante aficiones que llama putas y justifica los maltratos",0
1585,Peña de nazis ultraderechista y acomplejados con el rabo de otras razas. Se dan cuenta de su inutilidad cultural y plantean #boicotALosGoya,1
1586,"Sólo hay 2 tipos de . mentes enfermas en las que ""esto"" sea guerra entre Cataluña y Españalos fascistas catalanes e izquierdistas",0
1587,Los toros y la Iglesia se llevan mucha más pasta pública y los fachas no decís ni pío @casandr_a_,0
1588,Pido respetuosamente a los fachas que no hagan #BoicotALosGoya ofender a los fachas es una tradición española que hay que conservar,0
1589,"A ver si el tonto de MrLuigi002 sube vídeo ya, que parece mongolo con 101 subscriptores",1
1590,"🇫🇷 Génération Identitaire (ultraderecha) cuelga cartel ""contra islamización de Europa"" en congreso de org islámicas https://t.co/o7clPXE5Uw",0
1591,"Tenemos tal retraso que nos importa mas una puta polémica arbitral que un caso de maltrato o un nazi. Que puto asco de país, no me canso.",0
1592,"Escuché un cacho de""despacito""(un cacho pequeño tampoco soy subnormal) y me da la sensación de que os venden la misma canción todos los años",0
1593,"Los que mejor se ven son los de subrayar fosforitos y los edding de los gordos. Menos los rojos, claro. https://t.co/hL8KyEHbQJ",0
1594,ESTADOS UNIDOS: Un juez federal suspende el veto de Trump a los inmigrantes y refugiados | Diario Público - https://t.co/j3x8qzHBgr,0
1595,"@josefajram @JosPastr @eljueves eres un nazi del deporte, tiene su sentido jaja",0
1596,"@rausantaella Deberías publicar cosas como ""ay ke echar a los putos moros"" o ""los homosexuales son pederastas"", eso les parece bien.",1
1597,"Desde el momento que dicen que eres nazi, ya está justificado que te den una paliza o desear que te estrelles con un avión. https://t.co/tGBGltYTVK",1
1598,"Magnífica @SarahChurchwell en The @Guardian sobre distopías fascistas en literatura y cine USA, muy de actualidad. https://t.co/XZaoEOZL7l",0
1599,La asesora de D Trump inventa una masacre para justificar su veto a los refugiados https://t.co/D7G6k334Pm Alucinante ¿Ignorancia o engaño?,0
1600,Solo asi­ se saca a un dictador¡ el documental de Egipto https://t.co/UuQ937qDVq https://t.co/KunpqpCxil 159 RebelionCivilMilitarYA º,0
1601,"a todo esto los perjudicados son los trabajadores catalanes de esa empresa incluidos los perroflautas indepes, a ver si estos pienesan igual https://t.co/MBz8F27RCw",0
1602,"Ser nazi es una opción vital respetable. Soltar una burrada en twitter a propósito del nazi, HOLOCAUSTO! https://t.co/NdLYupXi76",0
1603,"@petxako @ManuAnxo aaaaa claro,q los rojos no trabajamos..q gran argumento..venga amigo,sube el nivel y deja d hacer el.ridiculo",0
1604,"jajaja Isabel San Sebastián está fuera de sí. Pero qué le ha pasado a esta señora? Yo la admiro, pero sí, parece una podemita contra Trump.",0
1605,Eso. #BoicotalosGoya. ¡Son una panda de antiespañoles! Mejor pedimos un Burger a domicilio y vemos la peli esa que me he bajao que...,0
1606,"@novomedinilla @c_escipion han caído muy bajo, chabacanos, películas q desprecian nuestra historia,antiespañoles y subvencionados #GiliGoyas",1
1607,"Tuit en contra de Trump y el nazi ese del Betis, actualizas tu blog, subes la foto poniendo morritos a IG, y quedas con el Isra en Badoo. 👍",0
1608,"@Enric_Hernandez Ningún catalán de bien, sea independentista, unionista o mediopensionista, debería comprar hoy @elperiodico",0
1609,"""Get out my country"". Por si hacían falta más pruebas de que estamos ante una banda de fascistas. https://t.co/8mNgRbadYa",0
1610,"La derechona patriota de pulserita, atacando el cine español y con el dinero en Suiza y en Panamá. Bravo. #BoicotALosGoya",1
1611,"@Gjallarhornid Anda que avisas, marica 😢",0
1612,@Natalia_Millon 16000 refugiados convierten esto en afganistan? D verdad no eres consciente de las gilipolleces q escribes? Jajajajaja,0
1613,"@atilioveronelli típico de mariquita mala, resentida, gorda y malco que ni siquiera pone una foto de ella misma.",1
1614,"Bueno, pues me acaban de decir que los nazis «son lindos, genéticamente súper inteligentes y no quieren hacerle mal a nadie».",0
1615,China | De policía gay escondido a millonario: la historia del creador de la app para citas gays más exitosa https://t.co/kF5l7wUkcZ,0
1616,"Durante tiempo, con #Franco, se enseñó que catalán, gallego y vasco son ""dialectos"". No es raro ver la pervivencia de esta enseñanza https://t.co/xN5yNAQMok",0
1617,@CervantesFAQs @hdcarrefour es el precio que se paga por meterse con los fascistas....mucho rencor...los fachas ni perdonan ni olvidan.,0
1618,@maria208055 Es que soy mongolo perdido. Aquí el aire es tremendo.,0
1619,El otro pistolero fascista impune del 77 https://t.co/mlz2xmPAwE vía @el_pais,0
1620,Un juez federal suspende el veto de Trump a los inmigrantes y refugiados https://t.co/pWpJkStek6 #España,0
1621,Un juez federal suspende el veto de Trump a los inmigrantes y refugiados https://t.co/Hc1amXPA4Z,0
1622,@PPopular d ladrones fascistas delincuentes impunes protegidos n ls altas organizaciones criminales ? ya tal pocilga d genova org crim,1
1623,"Quizá, si hubiera más educación no se votaría a fascistas y a lo mejor por ello no habría independentistas. No sé,… https://t.co/hmbLyASXAZ",0
1624,La asesora de Donald Trump inventa una masacre para justificar su veto a los refugiados https://t.co/OpaI7A2OuD,0
1625,"""El lichi, culpable de la muerte de cientos de niños en India"" https://t.co/b4aox3St7u",0
1626,"@eldiarioes @pedroagueda  CRETINO, SINVERGÜENZA, HIJO DE PUTA...... ese es este golfo franquista católico corrupto de mierda q divide España",1
1627,"@yolandacmorin jajajajaja! Seguro que luego se te llena la boca criticando el populismo. Desde luego, cómo sois los fachas, macho. La monda.",0
1628,@hector_company @Kaletes @gabrielrufian Y las listas que abonan el discurso independentista de Rufián no obtuvieron el 50% de votos,0
1629,"@LOrlandoVargas @lunagalla Venga,te falta lo de nazi.Uuy,casi lo consigo.Que inculto soy,no sé cómo pasé de primaria.Me merezco 10 latigazos",0
1630,"Madina q nunca hizo nada,solo calentar asientos,impone una Ponencia liberal,nada socialista q Pedro con mayoría d SG,la retirará junto a el",0
1631,"Los mismos del  #BoicotALosGoya son los mismos, que se lo llevan en negro, pero piden becas escolares para sus hijos. Ojo ahí.",0
1632,"@PabloHasel Los fascistas sois vosotros, parásito inútil. https://t.co/XTBDjqlv8s",1
1633,@PabloHasel jajajaj Las únicas pruebas que veo es que tú eres un retrasado genocida comunista,1
1634,"Y hoy en Plaza: José Mujica: ""el dictador Franco logró mantenerse al poder en parte porque entre socialistas, comu… https://t.co/3pfnM89do6",0
1635,Buena noticia. Por fin la justicia empieza a actuar contra las medidas xenófobas del fascista #Trump https://t.co/4BJgnyCP0w https://t.co/qIXmEKNXBE,0
1636,Cuando la ultraderecha también habitaba en la grada de Vallecas https://t.co/LtQhaIcHuc  https://t.co/PliXKgWkzI https://t.co/DN562bhd9Y,0
1637,Una reflexión acerca de #BoicotALosGoya decís que son todos rojos ¿Quien impide la expresión a los artistas de derechas? No será por dinero!,0
1638,a si es este pais de mierda TERCERMUNDISTA https://t.co/ZmxnX0JPT7,0
1639,"@mix_imma @ThePabloHdez17 @RuizAntonito Ella le pegó y él contestó. Si es como cuentan, no veo violencia de género por ningún lado.",0
1640,@CountBlissett Esas comillas son la madre del cordero. Es ella la de la mano negra sin pruebas. Y las hay de lo contrario.,0
1641,Policía siempre ha sido fascista https://t.co/LLXcZhd8g5,1
1642,Sólo hay noticias de Trump. Es como si los refugiados o la sensación térmica nunca hubieran existido.,0
1643,Ojalá saber lo que fuere en catalán sólo pa joder https://t.co/mfudcUJr7n,0
1644,"Un atentado podrá ser terrorista o no, según el color de piel, nacionalidad o religión. Si es un caucásico católico, simplemente está loco",0
1645,La asesora de Donald Trump inventa una masacre para justificar su veto a los refugiados https://t.co/JWNuVRpviy vía @elmundoes,0
1646,"Y todavía me dice que soy buen mamon, ps ahuevo",0
1647,@josefajram @okdiario ¿Podemita? En todo caso Podemos será Juevecista. @eljueves tiene más años que la mayoría de Partidos Políticos.,0
1648,una feminazi que sigo en ask.fm me dijo enfer-mo por go… — Q asco de gente tronco. Asi va el pais con enfermos com… https://t.co/uR81oTrUxo,1
1649,#ÚLTIMAHORA: A Bescansa no la dejarán celebrar un pleno en el Congreso por la Primera Comunión de su hijo porque se ha vuelto facha.,0
1650,El patriotismo de Zozulya | Por Diego Pérez Lomas @DiegopLomas ➡ https://t.co/t74hsTxrrj https://t.co/3y3VnqGu7Y,0
1651,"Envidia... esto es patriotismo. Esto es estar orgulloso de su bandera, su himno, su tierra. 🇺🇸  Vergüenza de pueblo desunido y cainita. 🇪🇸 https://t.co/DSm3fliFCm",0
1652,"Trump decreta que el sexo antes del matrimonio, el aborto y el matrimonio gay son inmorales https://t.co/YkbsuBGhpb vía @El_Plural",0
1653,"@arganthonios @HazuStark gracias mamón. Los pañales mejor cagados hasta arriba, si no no nos quedamos agusto...",0
1654,@nez_elenuru @Reflex_volucion non son de hoy. A mí ya me tienen bloqueado desde campañas contra la homosexualidad de hace año y medio.,0
1655,"@comemelxixi + mujer, como era este caso, además que ya digo que no me parece comparable un chiste de un dictador muerto con decir +",0
1656,Fascistas financiados por PP y PSOE. Todo por la pa$ta.  https://t.co/mf07q6lkCl,0
1657,@comemelxixi dictador fascista que está muerto con los tweets**,0
1658,Mao Baoli: El ex policía gay que ocultaba su homosexualidad y ahora es millonario con su app de citas https://t.co/LoTypMywj1,0
1659,tío yo soy super cero a la izquierda en la vida y así jamás d los jamases voy a tener éxito mamón 😂,0
1660,@comemelxixi y un CHISTE sobre un hombre que era FASCISTA pues...,0
1661,"Mientras la masa se manifiesta contra el nazi Trump, los Nazis de Kiev sin que nadie le chiste,bombardea el Donbas https://t.co/36qJbtxqOv",0
1662,Es normal que el líder de 1 partido donde muchos dicen que el valenciano no es catalán haga el ridículo en inglés https://t.co/seHGuiC3sz,0
1663,@comemelxixi cariño no es comparable hacer un chiste de un dictador fascista con estar muertos que tweets diciendo que son pocas las +,0
1664,@hermanntertsch @albeer1924 Yo tengo fotos con amigos radicales de ambos bandos. ¿Soy un comunista-fascista?,0
1665,"@El_Plural a los de HazteOír tuve que mandarlos a la mierda hace unos años por pesados, mentirosos, fachas y sinvergüenzas.",1
1666,Por qué no te importa nada el terrorista de ultraderecha de Quebec https://t.co/7DFLR5etFP,0
1667,Cuando la ultraderecha también habitaba en la grada de Vallecas https://t.co/RQ85Yg5mIX,0
1668,"Titulares. En Quebec ""blanco de extremaderecha radical y racista"". En París ""hombre que paseaba con una maleta"". Vergüenza.",0
1669,Rubia madura convence a un maricón para que le de cariño https://t.co/E5gmUdROQh,0
1670,@publico_es Estas cosas hablan mucho de la relación entre la ultraderecha y la policia.,0
1671,La chuleria y prepotencia del nuevo dictador ... https://t.co/SsSJCFhEps,0
1672,"Perdón! Desliz??Eso no es un desliz es una opinión hecha pública, opinión fascista de alguien que no se merece estar donde está manipulando! https://t.co/QyceEiGKQH",0
1673,"El lichi, culpable de la muerte de cientos de niños en India https://t.co/IKXkfaB26N vía @Planeta_Futuro",0
1674,Los obispos de EE.UU. le dan un toque de atención a Trump sobre ideología de género https://t.co/GcGpnvhWqG,0
1675,Cuant@ mierda hay q limpiar Cada dia me da (+) asco  PACIENCIA? jajaja SI  y bolas negras🎱#NoVELAS #YaVeremos En fin AMUNT Q hoy hay partit😎 https://t.co/sWwRYtfH1u,0
1676,@OsornoJc mamona eso ya es mu antiguo... 😂😂😂,0
1677,Mierda época. Ahora no puedes ser nazi sin que alguien te lo afee. #Prayfornazis,0
1678,"@Monguer_Awards @consultormarco2 uff este tío está tarado ,  no le daré la oportunidad que me responda , bastantes chorradas ha dicho ya .",0
1679,"Retweeted ARMAK de ODELOT (@ARMAKdeODELOT):  Un Estado kurdo en Siria, será tan fascista y títere como el de... https://t.co/kwR0AvwmLo",0
1680,"Otra vez la asquerosa equidistancia. Xq a ver, está hablando de 1 nazi y de gente que se manifiesta contra ese nazi… https://t.co/oWeqLgowu8",0
1681,"Venga va,payasa XD!:Cris,30(recién cumplidos),ojos d gata(apreciación propia),auxiliar d enfermería. Amiga: Ruth(con H),amiga d Cris.To loca",0
1682,"Un Estado kurdo en Siria,    será tan fascista y títere como el de Kosovo https://t.co/mJd9j7XYk1",0
1683,Culiao como extraño ir al colegio,0
1684,Puro imbecil subnormal... #lucashernandez  https://t.co/dFTb3Sg5ra,1
1685,"Mientras la masa se manifiesta  contra el nazi Trump, los Nazis de Kiev sin que nadie le chiste,bombardea el Donbas https://t.co/36qJbtxqOv",0
1686,"y ser retrasado es peor y tu lo eres,Y LO SABES https://t.co/woGKtiCJ9K",1
1687,@aser_ne Tu si eres idiota de verdad. Eres tú contra todos. Loca !!,1
1688,"Un Estado kurdo en Siria,  será tan fascista y títere  como el de Kosovo  https://t.co/mJd9j7XYk1",0
1689,@MerSlivenith ojito al subnormal https://t.co/VLKH9GTgII,1
1690,"Primera vez que me despiertan a las 6 de la mañana gritos de una discusión vecinal. Parece una guerra gitana, son dos, no entiendo nada.",0
1691,ME ACABAN DE GRITAR MARICON DESDE UN COCHE????????? MIRA ESTO NO PUEDE IR A PEOR,0
1692,Pensé que me reía culero hasta que escuche a mi vecina alv jajajajaja pinche perro ahí adentro😂😂😂,0
1693,"@Maloik94 mucho subnormal que se hace dj pensando que sabe de música, y luego sabe una puta mierda.",1
1694,deja de hablar en sueños maldita loca @yasmadanii,0
1695,@Reforma una prueba de que los gringos son un pueblo de intelectuales y concienzudos.,0
1696,"@Bonhamled2 ...repartir diplomas de ""buen español, comunista, separatista y subvencionado"".  #quepais",0
1697,@RubnBlanco Aqui el unico retrasado que hay eres tu Niñato del videojuego,1
1698,"Nada, de cuando los chinos eran los villanos en/para Hollywood... EL LABERINTO ROJO (Paramount, 19.50h). Hoy ya no se rodaría. Trump sí.",0
1699,"Un Estado kurdo en Siria,   será tan fascista y títere como el de Kosovo https://t.co/mJd9j7XYk1",0
1700,@08181 Eso es demagogia pura. ¿Jose Luis Rubiales también es ultraderecha? Si los que somos de izquierdas siempre hemos defendido la igualda,0
1701,"@PotroSimpatico  VIEJO culiao. Siempre supe que le faltaba cacha, si el weón la cara de inculiable se le notaba a la legua",1
1702,Maricon siempre es cobarde. https://t.co/SItSWtqedZ,1
1703,"Este espacio se declara libre de fobias y odios. No acepto fascistas, machistas, racistas, clasistas,  xenófobos,... https://t.co/fGsNcgNZqd",0
1704,"Necesitaba desahogarme con esa wea, te juro que me cae muy mal ese viejo culiao 😑",1
1705,La asesora estrella de Trump se inventa una masacre para defender el veto del presidente a los refugiados https://t.co/cXzYEBaaRQ,0
1706,"Lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 VIEJO CULIAO.",1
1707,Quien puso que le caigo gordo? Ahora mismo recibirá una maldicion gitana! https://t.co/3l3sA4Kimg,0
1708,@adritetuitea ninguno que son heterosexuales y no entienden a las parejas gay bi o lesbianas,0
1709,"Y qué se sepa, que el zancudo maricon, mi profe, se enojo conmigo porque yo subí un vídeo donde decíamos : porfa es muéranse o mueránse?",1
1710,Eze andate a la re puta madre que te re contra re mil pario forro del orto sida en carne y hueso down retrasado mental con inmunodeficiencia,1
1711,Debería estar durmiendo maricaaaaaa tengo sueño,0
1712,"Mi trabajo postdoctoral será hacer una anatomía del autoenjuiciamiento humorístico de @emecon_m en Twitter, como nuevo género literario.",0
1713,Cuando Aly dice algo es una macarra. Pero os gusta gente como Aída y Abad que son homófobos y demagogos 😌,0
1714,"Todo dirig PJ sea político o sindicalista, no me merece NINGÚN TIPO DE RESPETO. Son mafia y viven de la ignorancia. Jamás les importó EDUCAR",1
1715,"@MrGalanRM mira mecagoendios, el puto moro es la mierda en persona. El infierno era esto. Mecagoenlaputa.",1
1716,"me han metido en un bar gay, de puta madre 👍",0
1717,Me acaban de llamar gay estúpido en Rocket League XD,0
1718,Yo voto a que es algún mamon que de vez en cuando pasa por mi ventana con una app de mando y me enciende las cosas 😂😂😂,0
1719,"Un género musical no es denigrante para nadie más que quienes lo producen. Las letras en cambio, si son denigrantes para el público.",0
1720,"Pq los PJ odian tanto a los milicos y siguen ""adorando"" a uno q viajó siendo CORONEL p/aprender de IL DUCE la Carta del Lavoro? FASCISTAS.",0
1721,"C.q eres una mamasita,te amo loca y bendiciones con soto — Tú más, yo más locaa y muchas gracias🙊😻 https://t.co/7KfkLuwbJ9",0
1722,@MadokaTS88 eres preciosa y la fotos en blanco y negro me gustan mucho aveces mas que a color,0
1723,"@TurroBacan Me indigna que se haga el machisimo, con facha de héroe que desenmascara a los criminales, pero allá! Lejísimos 😒 #Indignante 😒",0
1724,"¿por qué será que es la segunda vez en menos de un mes que los medios defienden a nazis de mierda? Porque claro, no tienen ideología",1
1725,@catunambu15 Ahora necesito ver un gitano yanki antes de morirme.,1
1726,"Que pereza que pa todo dicen amiga o marica, aprendan más palabras, no son de lenguas pues. @MichellGerena @ldanielac17",0
1727,"@yolandacmorin ¿Que necesidad hay de esto putos rojos?¿Por que? ¿Por qué dejar blanco ese pelo tan bonito? Guarros, terroristas de photoshop",1
1728,Los informes del FBI los fabrican en la ‘Loca Academia de Policía’  https://t.co/VrhDqFDFb1,0
1729,Eres mi estereotipo de amigo gay solo que tu eres la tía y yo soy él tío https://t.co/20cE1xf3Sj,0
1730,"JAJAJAJAJAJ qlq valeeee, maldito muchacho mongolico.",1
1731,Creo que #LaLlegada no tiene nada que envidiar a la extraordinaria #Interstellar. Ambas son de visionado obligatorio para el género #scifi!!,0
1732,Me tengo muy merecido que piensen que soy subnormal.,0
1733,Loca del coño m voy a gastar para q salgas vergüenza l q dices Aida a Sergio #vipdirecto no tienes cojones d decírselo a Ivon,0
1734,"Si discrepas de lo progre en #BoicotALosGoya eres un fascista, miembro del heteropatriarcado opresor y puede que asesinaras a Kennedy.",0
1735,@cuchuflettos @NaiaraGH_ los fucking huevos o ovarios de decirlo desde tu cuenta normal me gustaría verte a ti la cara subnormal,1
1736,"Acabo de leer en Facebook un comentario defendiendo que Mussolini era un socialista revolucionario y por ende, fascista.  Enough for today.",0
1737,Loca payasa coje en telo t voy a romper la cabezaaaA😈👊,1
1738,Se la ve feliz cuando se la folla el negro: Se la ve feliz cuando se la folla el negro y tanto que ... https://t.co/iyoFpPEN3B #pornogratis,0
1739,Los negros chupan el culo delicioooo!! https://t.co/cFY7e1CrR7,0
1740,@pepillogrillo67 que fácil es engañar a un facha xdddddd https://t.co/vZqQ5dNwHh,0
1741,"Alguien me puede decir si este filtro se puede sumergir completamente?, es que hace ruido el mamón y no trae papeles https://t.co/Wbi07FbWah",0
1742,Eras re facha hasta que te pusiste de novia,0
1743,@CosDrake MUERETE HIJO DE PUTA TE ODIO OJALA BAJES A D5 ERES LO PEOR DEL MUNDO SUBNORMAL RUMANO DE MIERDA 🖕,1
1744,"@veggiealien_xx Joder yo tengo varios amigos latinos, árabes y negros como dices y soy la mar de feliz pero cada uno opina lo que quiere 😂😂😂",0
1745,"@FormulaTV esta  gentuza  no tienen  el mínimo de  vergüenza  son  unos  nazis, demasiado  están aguantando, en cerrar esas  basuras!!",1
1746,@poetscryforaby pero eres ella con el pelo negro y un piercing lol,0
1747,Atención @AlvaroRigby que la cosa se cumple: si votas Errejón eres facha 💁🏽 https://t.co/jxFHu29qT8,0
1748,"Aleco, mereces morir por decirme qué monstruos debería cazar, NO SON FÁCILES, ME PONES LOS MÁS DIFÍCILES MALDITO MAMÓN",1
1749,Cuando eres tan nazi que BILL KRISTOL te compara con el juez más nazi del nazismo https://t.co/0LOKy0lUvh,0
1750,"En otro orden de noticias, creo que soy el único subnormal del universo que tiene unas botas para días de lluvia a las que les entra agua.",0
1751,@SamuBVCF maldito culiao malpario la concha tumare mamame el webo,1
1752,"Los de #BoicotALosGoya, yo no me lo perdería, creo q les dan el premio a los más fachas a vuestros iconos, Bertín, Arévalo y Toni Cantó",0
1753,"@FincesaTiesa era carlista, y por eso usaba boina roja. unos señores de derechas (muy ignorantes por lo visto) lo vieron de rojo y...",0
1754,"José Mujica: ""el dictador Franco logró mantenerse al poder en parte porque entre socialistas, comunistas y… https://t.co/6OIe973pOH",0
1755,"@novelcrit no sé, no te digo, se me fueron todas mis teorías de la India a la mierda.",0
1756,"Va soltando pullitas, Daniela pasa de ella, y entonces ya se pone a gritar y hacer el subnormal. #vipdirecto",0
1757,Acabo de leer algo que se merece el premio al subnormal del año.,0
1758,yo también necesito estar acompañada por un hombre de verdad ❤️ #sissy marica https://t.co/0owxkqyDwO,0
1759,#ChiringuitodeMega  eres medio subnormal lobo Carrasco.  Pero sin el medio.  Vete a dar por el culo al amorfo lelo missing,1
1760,"@MISSBLANDINGS  Con ""feminismo"" como el tuyo pringas de mierda la conmemoración digna del 8 M que tantas mujeres han honrado con su lucha.",0
1761,"OLE VUESTROS HUEVOS, @JordiAlba! ""Qué cojones tiene este equipo y esta afición"". https://t.co/n9ojdiFA7i",0
1762,este malnacido de fascistas ahora nos quiere despistar con las mujeres cuando es intimo amigo d terrorirsta q fundaron l GAL HUELE A AZUFRE https://t.co/7E3bWxNd6I,0
1763,fem: oye te estás equivocando en esto tío: feminazi agresiva sensible  trans: eso que has dicho es tránsfobo fem: perdona y gracias!  y así,0
1764,odio empezar a hablar con un chico y que me de buena impresión y a medida que pasa el tiempo sea un subnormal,0
1765,"""eres una feminazi pones muchos tuits sobre feminismo"" y luego gana vuestro equipo un partido y os lo ponéis hasta en la frente xdxxdddddddd",0
1766,@xpakoFran @Absolutexhorror pero si eres tu el primero que ha aparecido hablando de feminismo xDDDDD,0
1767,JAJAJAJAJA para la cueva mongolo @SergioRamos https://t.co/wTl54DoovO,1
1768,"Lo que tiene Neymar de crack en el campo, lo tiene de subnormal fuera de él... y bueno también dentro.",1
1769,"q asco de hombres eh, me voy a hacer lesbiana",0
1770,@RicGrunger @Bloddy_Needle Oh wow maricón este photoshoot de cuando es,0
1771,@La_Patria_Mia ¿qué vas a esperar de las antifas?? 🤣🤣🤣,0
1772,@SanPerfecto @walter_garcia_ el dictador no sabe perder y todo lo que huele a cataluña lo jode pero a los vaskos etarras los respeta.,1
1773,"@OmarEskoCity yo he estado jodido del hombro y no es dificil, eso esq que se lo ha hakeado un monguer",0
1774,@irenejunquera un subnormal menos en Twitter grande irene,1
1775,@324cat I a l'altre subnormal no el tanquen a la presó?,1
1776,"males que desolan tierras y etnias por petróleo, oro blanco, oro verde, oro negro, Trump.",0
1777,@Lyxnn_ te has equivocado de captura subnormal,1
1778,Polla en culo a este maricon ya! https://t.co/IPYVsJUu9z,1
1779,"Pues nada ahora una premade andaluza de 5 con chetos, que asco de verdad",0
1780,"La foto refleja lo que debe ser, para lo que trabajamos... el gran ídolo sólo para ellos, para la afición, son el motivo de todo. https://t.co/2RZpZ6sQy8",0
1781,Luego se queja Neymar... valiente subnormal.,1
1782,"Soy del Madrid, pero vaya, que se ve que ser de un equipo u otro no influye, sigues siendo un subnormal de libro. https://t.co/0PBkQa8djQ",0
