HITId,Text,Label,sentiment,directness,annotator_sentiment,target,group
679,التحرش بالأطفال اخوك أختك قريبك اي طفل عندك عمره اقل من ١٢ سنه  #عمه #معصيتي_راحتي,1,offensive,indirect,shock_indifference,gender,other
680,@user @user ما عاد راح يصيرون خنازير اذا دربهم مع الأسف,1,hateful,direct,indifference,origin,other
681,@user @user اصمت يا ابن جهاد النكاح يا شارب بول البعير,1,hateful,direct,shock,other,individual
682,الخنزير دائما قذر وانت من خنازير المجاري التي تتلذذ بالاوساخ فأنت ومن معك انمسخت اراوحكم فمنكم قرده ومنكم من على شا… @url,1,hateful,indirect,shock,other,other
683,#غرد_مثل_موقع_القوات : المملكه تدعوكم من الاستفاده من العرض المميز على شراب بول البعير ، مع كل عبوتين عبوه مجانا .,1,disrespectful,indirect,indifference,origin,other
684,تحصل الصحافي تامر كركوت من سورية  على ثاني جائزة من فئة الاعلام الالكتروني باللغة العر… @url,0,normal,indirect,indifference,other,individual
685,زيدي ناقص اصلك مجوسي من بلاد السد @url,1,abusive_hateful,direct,shock,origin,individual
686,عيار بول البعير مخلوط ببول الحمير  @url,1,offensive,indirect,indifference,other,other
687,@user @user @user لا مش شرط bacon يعني لحم خنزير، الي في الجمعيات غالباً لحم بقري أو ديك رومي الخ، ي… @url,0,normal,indirect,indifference,religion,other
688,ولك بيرلين انت خنزير ولا خنزير انت؟؟ شو هالشوطه يزلمه,1,offensive,direct,indifference,origin,individual
689,@user @user هو ودولته وكل الخليج لايساوو شسع نعل طفل يمني محاصر بهولاء السفله خنازير الخليج .,1,abusive_hateful,direct,indifference,origin,other
690,فعلا احاسيس خنزير يا اميرتي انا احبك يا مستقبل الامارات وبعدين تعالي اخطفيني هالحياه تعبتني @url,1,fearful_offensive_disrespectful_hateful_normal,indirect,confusion_disgust,gender,individual
691,والله اللي بنعمله ده غباوة المفروض حتي الزملكويه ينضمو هنا عشان نرد علي بتوع بول البعير دول نبعد حبه عن فكرة اهلي وزمالك,1,abusive_offensive,indirect,indifference,other,other
692,مقطع آخر لسوريا وتوثيق #بول_البعير #سوريا @user,1,offensive,direct,indifference,other,other
693,@user @user ثنين ماك تشكن لحم ؟؟ خنزير تاكلين اثنين بعدين من متى نزل عندكم وجبة تشكن لحم ؟,1,offensive,indirect,indifference,origin,individual
694,@user @user @user هلأ انتو بتاكلوا ضب وبتشربوا بول البعير أو لأ.,1,disrespectful,direct,indifference,origin,other
695,@user @user حتى عندنا في جنوب المملكة في بلاد زهران نقول فلانة غير بايرة يعني غير  سلبية فهي ايجابية يعني سنعة,1,offensive,indirect,indifference,gender,women
696,@user @user هسه اني ليش متعب نفسي ويه وحده تامن في بول البعير شفاء للمريض,1,abusive_offensive,direct,disgust,other,other
697,@user @user @user كل الحريم كدة,0,normal,direct,shock,gender,women
698,@user @user كل حاجة عندكم قلة منحرفة ...,1,abusive_normal,direct,shock,other,other
699,لاتلعب بنار يامجوسي مع سني بتحرء أصابيعك خزها عبرة ياأبن لمتعة ليمازة لخميني لعنة الله سرهو في جنازتهي وكل من شهادة… @user,1,hateful,direct,shock,origin,individual
700,@user @user @user @user نتشرف يا خنزير المجوس أن تكون صواريخ صدام التي دكت عروش المجوس ومرغ… @url,1,offensive,direct,anger_disgust,origin,other
701,@user ما شاءالله صنضويطشتك محجبة مافي خوف عليها من التحرش,0,normal,indirect,indifference,other,women
702,@user @user كأنهم خنازير و العياذ بالله,1,disrespectful,indirect,shock,other,other
703,كوميكس عن التحرش وغيره مع @user @url,1,abusive_normal,direct,indifference,other,women
704,بنت متبرجه كاشفه وجهها  لابسه حجاب غير شرعي وغير لائق,1,offensive,direct,indifference,gender,individual
705,@user @user ما بيدي زول يتحرش بيها عشان متبرجه,1,offensive,indirect,sadness,gender,women
706,@user @user @user @user اد متحكي بتضل جحش بدوي ابو داشداشة شاراب بول البعير  ابو خيمة د… @user,1,hateful,direct,disgust,origin,individual
707,@user @user @user @user @user هو لا يشرب الا بول البعير ويستبرك فيه ويتروش فيه هذا… @user,1,offensive,indirect,sadness,origin,individual
708,يا معشر الهذيان العقل اصبح معقل والمعقل اصبح معتقل والمعتقل اصبح اسيراً والاسير اصبح سكير والسكير اصبح خنزير والخنز… @url,0,normal,indirect,anger_indifference,other,other
709,يتغير الوقت والاحتفال واحد مسرح الاوهام ... خنازير  @url,1,abusive_disrespectful,direct,indifference,origin,other
710,على اي دين اي ملة هذا خنزير من ال سلوك قسم بالله الاسلام بريئ منكم ومن افعالكم لعنكم الله @url,1,hateful,direct,anger_indifference,origin,individual
711,كلما وصل الأطفال اللاجئون إلى مراحل تعليمية أكثر تقدماً، تنمو لديهم مه… @url,0,normal,direct,indifference,other,refugees
712,لا ضرر من تهريبهم الى السعودية,0,normal,indirect,indifference,other,other
713,شوف المهاجرين الافارقة اش دايرين في شوارع مدينة أكادير: @url via,1,offensive,indirect,indifference,other,african_descent
714,@user @user @user اعطي لمهم .. احفاد بول البعير ابناء البنغاديشيين,1,hateful,direct,anger_disgust,origin,other
715,هذه نماذج من خنازير الخليج اعداء فلسطين والعروبة والاسلامية,1,hateful,indirect,anger_shock_indifference_disgust,origin,other
716,@user @user @user مسكين مضيع الرضك وبايع عرضك وتشتغل نابح خنزير اكتروني تفووو,1,offensive,direct,shock,other,individual
717,والله يكفينا شر الحريم,1,hateful,indirect,sadness,gender,women
718,@user @user جمهور وسخ,1,offensive,direct,anger_disgust,other,other
719,صحيح انت ونسوانك خدم عندنا ونشربكم بول البعير حسب كتبكم وفتوى معمميكم ياحمار تعلم دينك الرافضي بول البعير عقيده عند… @url,1,offensive,indirect,disgust,religion,other
720,@user مادام مصمم على شرب بول البعير فاشربها هنيئا مريئا ولكن اعلم انك صرت امعه ولا تميز بين الخطأ والصح و… @url,1,offensive,indirect,indifference,origin,other
721,@user مشاء الله عليكم ولي تحت امركم يمشون قد استلمو والمرتبات ي خنازير,1,hateful,direct,anger_indifference,origin,other
722,@user @user ندري انك وسخ بس عشان م تضحك,1,offensive,direct,sadness,other,individual
723,@user @user @user شوف حساب الشخص الي قاله خنزير كله حاجات غير جيدة .,1,disrespectful_normal,direct,indifference,other,individual
724,متفهم تماما ان واحد سويدي او امريكي يبقي عنصري ضد الافارقة ذوي البشرة السمرا _وان كانت اختفت عندهم_ لكن لما تبقي مص… @url,0,normal,indirect,anger_indifference,origin,african_descent
725,في فرق بين انك تكون اوبن مايندد وانك ماكل لحم خنزير,0,normal,indirect,indifference_disgust,other,other
726,و بيجوبوا اعلانات في جوايز الحريم,1,offensive,direct,sadness,gender,women
727,في دولتي لا طائفية ولا عنصرية.,0,normal,indirect,indifference_disgust,origin,other
728,@user @user مبين عليك سكران من بول البعير يا بعير، العمائم المتخلفه، احذيتها افهم من هذا الخرفان ا… @user,1,abusive_hateful,direct,shock,other,individual
729,@user @user إنتوا طلعتوا بس شاطرين بالمواجهة مع الكل بالداخل و مملكة بول البعير و المناشير ضد التيار ا… @url,1,abusive_disrespectful,direct,indifference_disgust,origin,other
730,وتتشدق متبرجة وتجادل وتناقش بكل وقاحة,1,hateful_disrespectful,indirect,anger_disgust,gender,women
731,مصر مقبرة الخنازير .. الأمن يثأر ويفرم 19 خنزير وجاري البحث عن الباقي .. طوبي للشهداء الابرار شهداء الدير بالمنيا,1,hateful,direct,shock,other,other
732,ولوغ الكلب قيس على خنزير في حكمها,0,normal,indirect,anger_indifference,other,other
733,@user @user لست سوى حثاله مثل اسيادك ايها الخنزير المتشرد .. طبل اجوف تردد مايقولون .. ارعبكم محمد بن… @url,1,hateful,direct,disgust,other,individual
734,تخرج إلى الشارع متبرجة وتقول الإيمان بالقلب,0,normal,indirect,indifference,other,women
735,@user @user خنازير الجزيره تربيه يهود,1,hateful,indirect,indifference,origin,other
736,دول الخليج في الماضي فقيره منعدمه العراق وسوريه ومصر وفلسطين واليمن مزدهرين فسقانين لم يهتموا بالبدو الرحل اكلي الض… @url,1,offensive,indirect,shock,origin,other
737,@user @user خنازير الجزيرة العبرية,1,abusive_hateful,direct,shock_disgust,origin,other
738,@user مافي خنزير غير تفكيركم يبنات الكلبب!!!,1,offensive,direct,shock,other,other
739,@user @user على شنو نحسدك على بول البعير الي تشربه لو على النعال الي تلبسه لو على ثقافتك البعرورية.… @url,1,abusive_hateful,direct,shock,origin,individual
740,@user @user @user قصدك مو مواطن قطري المقصد انك خنزير مرتزقه وانت على واحد مثلك  ويخب عليك,1,offensive,direct,indifference,origin,other
741,@user @user على وقتها انتو كنتو على بول البعير,1,offensive,direct,shock,origin,other
742,لو كانت متبرّجة منحرفة مثل عهد ... لأقاموا الدنيا ولم يقعد… @url,0,normal,direct,confusion_indifference,gender,women
743,يا بايره ياللي گل دفعتگ مخطوبيين ..,1,abusive_disrespectful,direct,indifference,other,individual
744,@user @user نعم بول البعير علاج وفِي السنه روى عن ذلك ويوجد حديث عنه,0,normal,direct,indifference_disgust,other,individual
745,تصيب البرؤساء الافارقة الضعفاء اسماعيل قيلي وئيس جيبوتي  وفرماجو رئي… @url,0,normal,indirect,indifference,origin,african_descent
746,بول البعير اصلي @user,1,abusive_disrespectful,indirect,indifference,origin,other
747,@user وانت خنزير ماله إلا الشبك ! سلم العالم من ارهابكم بعد الإغلاق ولن يفتح,1,abusive_hateful,indirect,indifference,other,individual
748,اي امرأة متبرجة نازعة حجابها لاتشرفنا كا رجال وليس ذكور ولن نفكر نرتبط بها اشوفها نازعه حجابها كمية استحقا…,0,normal,direct,shock_disgust,gender,women
749,حبيتك وقلبى رافض يحب حاجه تانى,0,normal,direct,indifference,other,other
750,و أنا رجل عمري تعرضت لتحرش من بنت .. التحرش ليس مزحة @url,1,offensive,indirect,indifference,gender,women
751,هذي عيشته خنازير ومنافقين وكلابت حكومات طاغيه هذولا الي يعبدون حاكم الدوله يحسبون اهو الي خالقهم هذولا الي يبيعون ا… @url,1,offensive,direct,indifference,other,other
752,@user @user ماهو مبرر ياكثر الحريم الباردات بالجنس ومع ذالك كايخون زوجته + كفوكم سواق,1,offensive,direct,shock,gender,women
753,انا ما اقول مجانين لما اشوف هندوس في نهر الغانج، او بوذيين يمارسون اليوغا في معبد او يهود عند حائ… @url,1,disrespectful_normal,direct,confusion_disgust,other,other
754,- سلام الحريم,1,offensive,indirect,indifference,other,women
755,وزود على هذا (الحريم) مايتقاعدن,1,offensive,indirect,indifference,gender,women
756,هذا فريقكم بدونه يا خنازير ♥️ @url,1,abusive_disrespectful,direct,indifference_disgust,other,other
757,@user @user @user برضه انت فتحت حساب جديد علشان ترد علي بول البعير احسن من انه اتجادل مع… @url,1,abusive_disrespectful,direct,indifference,other,individual
758,@user @user محامي ايش محامي خنازير او قرود,1,offensive_hateful,indirect,anger_disgust,other,individual
759,وعلـمـتني بان فالهند هـنـدوس ٍ مجوس  وكـ…,0,normal,direct,indifference,religion,indian/hindu
760,على مهلك خدينك بحلمك لوين يا رامز لجوا له ولي لبرا بتاخدا وبتكزدرها وسنفرلو عل السنفريان ،وصل بول البعير… @url,1,offensive,indirect,anger_indifference,other,other
761,@user @user هذا مستواكم يا شاربي بول البعير لا يخرج من أفواهكم الا السب والشتم .وتقهركم الحقيقة ،ومن… @user,1,offensive,indirect,indifference,other,other
762,إن شاء الله من هالحال واردى فريق كريه خنازير,1,abusive_disrespectful,indirect,indifference,other,other
763,@user @user ما اتقبل الي يأذي حتى لو كان مسيحي احترمهم عندما لا يكونو بوجهين لا يقولون ملتزمة وهي متبرجة وم… @url,0,normal,direct,sadness,religion,christian
764,تنبيه #خنازير_تميم_الالكترونية تباشر حملة بلاغات ومحاولة اختراق   الحسابات النشطة في وسائل التواصل الاجتماعي.. من القهر اللى فيهم,1,abusive_disrespectful,indirect,indifference,origin,other
765,@user @user كما راك تضرب خط الرمل ف المتحجبة والمتجلببة والتي تمثل دور العفيفة سوء كانت متحجبة ام متبرجة,1,offensive,indirect,shock_disgust,other,women
766,هل تقبل العشاء بعد الحريم ؟ وهل تراه شي عادي وغير مقزز؟,1,offensive,direct,sadness,other,women
767,@user @user احنا الغجر يا بدو؟  يا راعية الابل لا تكثرين من شرب بول البعير... ما حدا طايقكن هالايام مشكل… @url,1,offensive,direct,shock,other,individual
768,@user هاي طالع جزء منكم وهما مصدكين نفسهم دوله تبا لكم يا شاربي بول البعير,1,hateful,indirect,shock,origin,other
769,@user وين الغلط بالموضوع كلامة واقعي ماحد يعطي ابتكم وجة ي الحريم,1,disrespectful_normal,indirect,indifference,origin,women
770,#المشنوق_ضمير_السنه من يوم يا عرصا وانا حاسس انك عرص كلب وسخ كس اختك ع اخت ضميرك يا خنزير. عم تلعب على الشيخ سعد وعلى الشعب لبناني,1,abusive_offensive,indirect,shock,other,individual
771,هذا وسخ وذاك اوسخ منه بكذا تعادلة الكفه,1,offensive,indirect,indifference,other,other
772,بيان الأزهر بشأن التحرش الجنسي يظهر الصراع بين التيار الإصلاحي  والقائمين على الأزهر، #البوصلة_مع_إسلام_بحيري… @url,0,normal,indirect,indifference_disgust,other,other
773,@user @user لحم خنزير,0,normal,indirect,indifference_disgust,origin,individual
774,@user @user طلع صوتكم يا شاربي بول البعير، شفناكم باليمن سنين و مش قادرين الا عالاطفاال ....تهربون مثل ال… @user,1,hateful,direct,shock,origin,other
775,@user @user على مقياس لا يفهمه الحريم,0,normal,indirect,indifference_disgust,other,women
776,@user @user @user ذكرت لك صفتهم فوق ويخسون لا هم ولا غيرهم أدافع عن خنازير ، ولهذا السبب امنع محارمي من… @url,1,hateful,indirect,anger_disgust,other,other
777,@user @user ههههههههههههههههههه لا تلومية اصلا شرب من بول البعير وهوه مش متعود علية,1,hateful,indirect,shock_disgust,origin,individual
778,@user @user @user انت تحتاج   ي. بين الهاء والميم. ويصبح اسمك صحيح  لذلك اشرب قدح بول البعير ونام,1,abusive_hateful,indirect,indifference,origin,arabs
779,اي قانون التحرش لعب بهم,1,hateful_normal,indirect,indifference,gender,other
780,@user وانت ليه تحتاج لمصرى او هندى متى تصبحون اذكياء وتصلحونه بانفسكم يا بول البعير؟,1,abusive_offensive_hateful_disrespectful,direct,anger_disgust,origin,arabs
781,كلمن يبرر لقتل روح بشر، هو كائن وسخ ومريض، ومشارك بالقتل، وماكو اي استثناء.     #تاره_فارس,0,normal,indirect,indifference,other,other
782,اي بقي ولم يجد له زبون لعدم الرغبة به وان كانت امرأة باير… @url,1,offensive_disrespectful,indirect,indifference,other,individual
783,@user @user @user هاذي ماهي متبرجة  متفصخه,1,offensive,direct,indifference,other,individual
784,يا شعب اليمن العظيم انظروا للامام ...انظروا للامن والامان واجعلوهم هدف وهذا لايكون وباقي على وجه الارض حوثي نجس تحت… @url,1,offensive,indirect,indifference,origin,other
785,الإفرنج الخنزير…,1,disrespectful,indirect,anger_indifference,other,other
786,@user @user الي تحت كلب وانتي بكرامه وهو خنزير,1,abusive_offensive,direct,shock,other,other
787,@user @user هذه عمالتكم وحقارتك يا خنازير ال سعود والصهاينة @url,1,hateful,direct,anger_disgust,origin,other
788,فتوى جديدة من #العراق يجوز شرب بول البعير وبول البقر وبول الماعز  ، اترك التعليق لكم . @user,1,disrespectful,indirect,disgust,other,other
789,@user هذا أحد خنازير وعبيد الريال القطري .,1,hateful_disrespectful,indirect,indifference,origin,other
790,الالفز:خنزير ، جيكوك بيتزوجون ، خن*ثين,1,offensive,indirect,indifference,other,gay
791,اذا افترضنا ان 15% من الحوادث الارهابية بتكون تحت غطاء النقاب ...فإن 75%من قضايا التحرش بتكون بسبب التبرج والاختلاط… @url,1,offensive,indirect,indifference,other,other
792,قدمت دورة عن التحرش بالأطفال في إحدى المدارس وكان التفاعل ممتاز,0,normal,indirect,shock,gender,other
793,زورو  الاقصى  فاهلها  من  مات  منهم  فهو  شهيد  زورو  الكعبه  فحكامها خنازير  من  مات  منهم فهو  بمزبله التاريخ,1,hateful,indirect,indifference,origin,muslims
794,ويصبح سلعه بايره لاتباع ولا تنشري,1,offensive,indirect,sadness,other,other
795,يابتوع بول البعير…,1,disrespectful,indirect,indifference,origin,individual
796,بلاش تحطي صور متبرجة ع صفحتك..,1,offensive,direct,shock,gender,women
797,اولاً لم أقذف والدتك او عرضك يا خنزير فتكلم بنفس الاسلوب الذي رديت به عليك وكن محترماً اما في خصوص ايران وقطر فلا د… @url,1,hateful,direct,indifference,other,individual
798,@user @user قاتلهم الله هؤلاء السفله لعنة الله عليهم من خنازير ..,1,hateful,direct,indifference,origin,other
799,@user @user المجتمع المصري التائه عن اصوله يشجع البنات والسيدات علي التبرج وكشف بطونهن ولحمهن وصدورهن وار… @url,1,disrespectful,direct,disgust,gender,women
800,اللبرالي لا يرى التطور والتقدم والرقي في شيء إلا في خروج المرأه متبرجه,0,normal,indirect,indifference,other,other
801,ما افهم كيف الناس يبررو غلطة الاب ! ترا اللبس ماليه دخل هوا من جوا معتل ويحتاج علاج نفسي يعني حتى الاب نخاف منه!!!… @url,0,normal,direct,sadness_disgust,other,other
802,التحرش مسألة غير مقبولة و لكن هاذ قضية التصفار فكرة غبية لاسباب أولها انه كاين ناس كتشوف بنات يتحرش بهن وساكتين وكي… @url,0,normal,indirect,sadness,gender,other
803,#يبور و #باير شائعتان بقوة في لهجة #سدير  وخاصة في زمن مضى لكن بمعنى يقارب المعنى المذكور.,0,normal,indirect,sadness,other,women
804,فتوى جديدة من #العراق يجوز شرب بول البعير وبول البقر وبول الماعز  ، اترك التعليق لكم . @url,1,abusive_disrespectful,indirect,indifference_disgust,origin,other
805,يا ليت يحكمنا ذئاب ولذئاب اخلاق،،لكن ما يحكمنا خنازير معفنة #يقتلون اهلنا بالموصل حاضرة الاسلام بعد الفلوجة وحلب ودمشق #بلاد الهلال الخصيب,1,hateful,direct,sadness,other,other
806,@user @user @user @user @user بول البعير لو ابيعه اغلى من قيمتك,1,offensive,direct,shock,other,individual
807,@user @user @user شكلك شارب بول البعير اليوم عالريق ما في منح ولا اشي انتو بتعطو منح للحكومة والح… @url,1,fearful,indirect,sadness,other,individual
808,ممحونه ديوثه ديوث تعالو ببي e355847a,1,offensive,indirect,shock,other,individual
809,@user و إجابة على سؤالك نعم في نسبة من التحرش و بطرق ما شفتها إلا في السودان، لكن يبقى السؤال: إلى أي مدى استوعب… @url,0,normal,indirect,indifference,gender,other
810,#من يثق بالصهيوني مندوب الامم المتأمرة غريفث فهو شريك اصيل في تعطيل تحرير اليمن ودعم ارهابي خنازير ملالي ايران الحو… @url,1,abusive_hateful,indirect,indifference,origin,other
811,صور.. أحمد ضحية التحرش.. دافع عن شقيقته فاقتحم المتهم منزله وهشم رأسه - اليوم السابع @url,1,offensive,indirect,indifference,other,women
812,تربية الشاب على احترام الفتاة وعدم التحرش بها أولى من حبس الفتاة بحجة الخوف عليها ..,0,normal,indirect,sadness,other,women
813,ياخي عجزت افهم هالذكور الي منشغلين بأكساس الحريم @url,1,offensive,indirect,disgust,origin,other
814,طلبات الرجال اكثر من الحريم,0,normal,indirect,indifference,other,other
815,ممكن تعطينى دليل واحد من كتبك او من علمائك على حرمة اوكراهية شرب بول البعير   .... @url,0,normal,direct,indifference,other,individual
816,@user @user نحن كمصريون حاربنا بما فيه الكفاية لذا سنترك المجال لتحرير فلسطين لخنازير البنا وجماعة سما… @url,1,offensive,direct,indifference,origin,other
817,*قانون التحرش الجديد العقوبة سنه واحده...*,0,normal,indirect,indifference,gender,women
818,والهدف الإقالة للخلاص من خنازير إنجلترا.,1,hateful,direct,shock_indifference_disgust,origin,other
819,@user @user @user @user المشكلة الحريم يصرخو والاطفال يبكو هنا الواحد يتربش، الله لايحط احد نفس الموقف,0,normal,indirect,confusion_indifference,other,other
820,@user @user @user @user هولاء الافارقه الخنازير الذين اختاروا الشرك والكفر والظلاله مع بريطانياز… @url,1,hateful,direct,disgust,origin,african_descent
821,و قول ان النقاب كمان بعيدا عن الدين و انه عفة و سبيل ل تقليل الفتنه اللي انتو بتقولو سبب التحرش هو حرية شخصية وان… @url,0,normal,indirect,sadness,other,women
822,@user @user ترة هي مسيحية نولدت بعائلة مسيحية يعني احنا لو ما مولودين بعائلة شيعية الله العالم يجوز هندوس… @url,1,hateful,direct,disgust,religion,christian
823,@user @user شو حالات شاذه اخوي دراسه تقول اكثر من ٦٠ ٪ حالات التحرش  بالاطفال في المدارس السعودية وقضايا اللواط ،,1,offensive,indirect,indifference,gender,other
824,#ديوث من الغربية تعال خاص,1,offensive,direct,indifference,origin,other
825,طبعا خنازير العرب زعلانين ان فريقهم فاز لان بديل مورينيو هو اللي سجل.. اخضع لعمك يا خنزير,1,abusive_disrespectful,indirect,sadness,origin,arabs
826,@user @user أنت خنزير غبي,1,offensive,direct,indifference_disgust,other,individual
827,تتبرج النساء وتُهجر المساجد,0,normal,indirect,indifference,other,women
828,@user @user مدري شفتي التحرش ؟!,0,normal,indirect,indifference,gender,women
829,أمي الله يهديها قاعده تقول ليتك ما انولدت قلت لها ليش قالت ياخي ابلشوني الحريم كل شوي يسألوا كيف جبتي عسل.,0,normal,indirect,indifference,other,individual
830,@user @user انا شو قلت ما ارضى عَل خنزير يعني ربعي مب خنازير و ف نفس الوقت مب بشر,1,abusive_hateful,direct,shock,other,other
831,@user @user @user والله انك تخسى يا خنزير يا منعل ال سلول,1,offensive,direct,indifference,other,individual
832,@user ليلة جلد خنازير مانشستر,1,hateful_disrespectful,indirect,indifference,other,other
833,بتكون خنزير وتافه وفاشل اذا بتوصل عمر ٢٣ وبعدك قاعد عند اهلك,1,abusive_disrespectful,indirect,indifference,other,individual
834,@user @user انصح رهف بالانسحاب سالفه التحرش قويه ماتقدر ترقعها,1,offensive,direct,sadness,gender,individual
835,عشان انت بس مش وسخ زيها ولا وسح زيهم فده حصل بالطريقة دى معاك تقريبا,0,normal,indirect,indifference,other,individual
836,معروف خنزير من يومه,1,disrespectful,direct,indifference,other,individual
837,يكفي انك جبان تسولف بالدايركت مثل الحريم تدور النقنقه,1,offensive,indirect,indifference_disgust,other,individual
838,يا هيه .. ترى الحريم ليسوا مخلوقات مختلفة عن الرجال.,1,abusive_normal,direct,indifference,gender,women
839,زي ما في حملات ضد التحرش والتنمر والعنصرية وو ياريت نشوف حملات ضد العقاب الابوي وتسلطهم وتشويه نفسية ابنائهم، عمر و… @url,1,offensive,indirect,confusion_fear_indifference_sadness_disgust,other,other
840,@user @user @user سوداني ويسأل عن بول البعير انتوم رعاة الإبل طيب,1,offensive,direct,indifference,origin,other
841,ولا يصير هرجك مثل الحريم يا حرمة,1,abusive_disrespectful,indirect,anger_disgust,other,women
842,رجعوا الحريم دي المطبخ واقفلوا الباب وارموا المفتاح في الشلال,1,offensive,indirect,sadness,gender,women
843,@user @user ازمنة الانحطاط افرزت امثالك ايها الجبان المتفذلك .. فأنت لست سوى خنزير تدافع عن خنازير… @url,1,hateful,direct,indifference,other,individual
844,ويبقى التحرش تحرشا ، إلى أن يقوم به الشخص المناسب فيدعى حبا و عشقا..,1,offensive,indirect,shock,other,women
845,@user @user ههههههههه روح اشرب بول البعير ونام ههههههههههههه,1,abusive,direct,indifference,other,individual
846,@user ١٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ مليون داهيه تتحرق بجاز وسخ في جهنم يا بعيد,1,hateful,indirect,shock,other,individual
847,ولا انسان ولا نيله ده قلب خنزير واتغسل بمواد كيميائية تقريبا لحد ما لونه اتغير .. ده اللي انا فاكره @url,1,disrespectful,direct,shock,other,other
848,شارب بول البعير ويتغسل به ويتبارك به اسهل عليه ياكل الضب @url,1,disrespectful,indirect,indifference,other,other
849,وبعدين جنوب افريقيا اصلاً سوداء والبيض محتلي… @url,1,offensive,indirect,shock,origin,african_descent
850,هتش الضرطه سابقا هي الذراع الايمن لداعش ولنظام الإرهاب الايراني وميليشيات العلويين ومليشيات الع… @url,0,normal,indirect,indifference,other,other
851,#ديوث #سالب #شرموطة,1,abusive_offensive_disrespectful_hateful_normal,indirect,anger_disgust,other,individual
852,@user @user جويل مهتم بشغلات الحريم .. @url,1,abusive_normal,direct,shock,gender,women
853,خنازير #ابوظبي الدياثه,1,offensive,direct,anger_disgust,origin,other
854,مثل الحريم همّه القيل والقال,1,offensive,direct,indifference_disgust,other,individual
855,@user @user @user @user @user خليك هنا يا احمد اقتص من الحريم دول انا هنام,1,abusive_disrespectful,direct,shock_indifference,other,women
856,لو ذكر خنازير وباعة الكضيه خنزيرة شرق سلوى الله كما يرددون اسم محمد بن سلمان لأصبحو من اولياء الله الصالحين,1,disrespectful,indirect,indifference,other,other
857,رجعنا مجبورين الخاطر يارب.. افريقيا ياأهلي,0,normal,indirect,indifference,other,other
858,#يعجبك_السهر_اكثر_او_النوم بعض الحريم كذا @url,0,normal,indirect,indifference,other,individual
859,من عجائب وغراب القوم عندما يأكل لحم البعير يرجع يجدد الوضوء  ....وعندما يشرب بول البعير عادي عنده ....؟!,0,normal,indirect,shock,origin,other
860,رسميًا مؤمن زكريا لاعب وسخ,1,offensive,indirect,indifference,other,individual
861,@user @user شي مضحك ان خنازير مستعربة مثلك يا يهودي يتكلم ع محمد بن سلمان كأن له الحق في اختيار من هو الا… @url,1,hateful,indirect,indifference,other,other
862,من ملانه ولا زهقانه تعي ندردش سوالف منحرفة,1,offensive,direct,indifference,other,individual
863,يعني الاجيال القديمه بنفس المكان و البلد و نفس العادات و التقاليد مسوين طالعين منها عشانها اقليه بالممكله قسم بالله… @url,0,normal,indirect,shock,origin,other
864,امرابط مشا للدوري الهولندي.. مبروك تفارق مع شاربي بول البعير,1,hateful,direct,indifference,other,other
865,نيتك هيا للي حترسملك حياتك كلها فلو نيتك امسخه ومش نظيفه ونتا إنسان وسخ حتنفضح حتنفضح يا زباله ☺️,1,disrespectful,direct,indifference,other,individual
866,طبعا دا ملوش علاقة بالتحرش عشان التحرش دا ابن متناكة موجود ف كل حتة,1,abusive_disrespectful,indirect,disgust,other,individual
867,كل متبرجه تحرم عليها رائحة الجنه,0,normal,indirect,sadness,gender,women
868,ياخي حقين الفوردات يصدمون كل شي ياخي مهابيل ياخي ما يعرفون يسوقون  عاد الحين مع سواقه الحريم يا ساتر حريم و فورد… @url,1,offensive,indirect,indifference,gender,women
869,@user @user @user هههههه و الله انكم مسخرة الشعوب يا شعب الصفر يا كفار قريش متواكم جهنم ان شاء الله يا شاربي بول البعير,1,offensive,direct,indifference,other,other
870,@user @user محمد صلاح فاشل.  ممكن لو بياكل الكبسه ويشرب بول البعير وينام علي الكنبه وهو بيلاعب بلس… @url,1,hateful,direct,shock,other,individual
871,دريت ان اعضاء جسمي كلها بايره في بايره,0,normal,indirect,indifference,other,individual
872,شي طبيعي قناة خنازير  #الجزيرة_تطعن_بالقران_الكريم,1,offensive,indirect,anger_disgust,origin,individual
873,وهنا جايبين بزرنجي توه طالع من السجن بتهمة التحرش بطفل يشرح للبنات مراحل الفحص الذاتي لسرطان الثدي @url,1,offensive,direct,shock,other,individual
874,و وراء كل امرأة متبرجة بالشارع  ديّوث فاقد لرجولته وغيرته.!!!,1,abusive_disrespectful,indirect,sadness,other,women
875,ليست فقط #لبنان بل أغلب مجتمعات الدول العربية للأسف الشديد تفتقد لثقافة حماية ضحايا الاغتصاب أو التحرش.,0,normal,direct,sadness,gender,women
876,@user @user @user @user حتى بول البعير يتنج حمقى مثلك معاتيه,1,disrespectful,direct,anger_disgust,other,individual
877,@user @user انت جالس تكذب على نفسك ياحمار بعيركم المعقّل معترف بلسانه بجلب خنازير شريفه وكلاب العصملي .وفو… @url,1,offensive,direct,indifference,other,individual
878,قانون لا يجرّم الاغتصاب ولا التحرش ومايعترف في الاناث ويدعم المتحرشين كيف بتتوقعون المجتمع يصير؟ المجرم يسوي الي يب… @url,0,normal,indirect,indifference,gender,other
879,نظام انا بايره ياختي @url,1,offensive,indirect,shock,gender,women
